date,y_spd,manu_ratio,bsi_inv_l,employ_l,durable_l,dubai_l
2020-03-01,0.39400000000000013,0.01785761740000602,4.5217885770490405,4.0943445622221,4.552823705615882,3.511843901749219
2020-04-01,0.48,-0.04849434993861035,4.460144413937834,4.08260930600368,4.584967478670572,3.2653776585196206
2020-05-01,0.5159999999999999,-0.13746067076441193,4.375757021660286,4.085976312551584,4.631812116934513,3.484312288372662
2020-06-01,0.5419999999999999,-0.05119030247232459,4.382026634673881,4.089332020398556,4.686750172980514,3.6906279246480533
2020-07-01,0.5340000000000001,-0.02600146481520138,4.42484663185681,4.091005660956586,4.558078578454241,3.750209709265542
2020-08-01,0.544,-0.03190699378924311,4.418840607796598,4.0943445622221,4.660604892876192,3.7823697972012753
2020-09-01,0.592,0.04045939102320162,4.412798293340635,4.091005660956586,4.631812116934513,3.72255598047332
2020-10-01,0.5969999999999999,0.0667245954345086,4.477336814478207,4.092676505121403,4.657762636107262,3.7089271494177143
2020-11-01,0.6450000000000001,0.0725393443810951,4.48863636973214,4.097672352314776,4.660604892876192,3.772071045000701
2020-12-01,0.7050000000000001,0.05916512265198115,4.532599493153256,4.091005660956586,4.647271362006727,3.9045954895993495
2021-01-01,0.7560000000000001,0.05520719370868665,4.499809670330265,4.079230924412053,4.711330381816482,4.000949214622548
2021-02-01,0.85,0.06851314012730736,4.543294782270004,4.092676505121403,4.659658371272161,4.114963849424837
2021-03-01,0.907,0.07188722951331528,4.543294782270004,4.09933210373314,4.674696248636701,4.163404098153595
2021-04-01,0.903,0.07723134793598962,4.584967478670572,4.100989104940769,4.671893818030999,4.145196092379535
2021-05-01,0.9969999999999999,0.06369004019380498,4.59511985013459,4.100989104940769,4.669083511731744,4.194943760778217
2021-06-01,0.8010000000000002,0.07769917756947908,4.584967478670572,4.104294893075269,4.66814498514948,4.26689632742025
2021-07-01,0.5569999999999999,0.06370312604352257,4.605170185988092,4.104294893075269,4.666265285347902,4.278608675475393
2021-08-01,0.494,0.003933141746837343,4.579852378003801,4.1059436980654525,4.680277658474897,4.230185785133514
2021-09-01,0.546,-0.021527250099167006,4.584967478670572,4.109233174715851,4.627909672957581,4.287166353649922
2021-10-01,0.5569999999999999,-0.026075837632647314,4.590056548178043,4.109233174715851,4.686750172980514,4.399866552802212
2021-11-01,0.4019999999999999,-0.012422519998557036,4.584967478670572,4.110873864173311,4.641502115235482,4.3651347670036635
2021-12-01,0.3869999999999998,-0.023181381107280963,4.579852378003801,4.11414718951828,4.676560182074764,4.288402532641213
2022-01-01,0.43199999999999994,0.007561472700576388,4.59511985013459,4.115779842942166,4.627909672957581,4.424247650107844
2022-02-01,0.4049999999999998,-0.027607655324097813,4.600157644164547,4.127134385045092,4.69866052907543,4.516666787396688
2022-03-01,0.4149999999999996,-0.004759647252988053,4.61015772749913,4.123903364463645,4.642465970731788,4.678327706605818
2022-04-01,0.278,-0.02107357679052857,4.579852378003801,4.127134385045092,4.631812116934513,4.632396172241683
2022-05-01,0.2759999999999998,-0.012458234922041456,4.584967478670572,4.130354999745133,4.628886712605407,4.680834089909081
2022-06-01,0.16300000000000026,-0.0949550031001829,4.59511985013459,4.128745988939433,4.599152113662528,4.717248089393442
2022-07-01,0.06199999999999983,-0.09071896566487858,4.579852378003801,4.130354999745133,4.598145571051127,4.608365076884611
2022-08-01,0.07500000000000018,-0.0768167774218087,4.548599834499697,4.131961425793407,4.660604892876192,4.561113799791172
2022-09-01,-0.006000000000000227,-0.0729295033334072,4.548599834499697,4.130354999745133,4.6443908991413725,4.496916600547837
2022-10-01,0.03200000000000003,-0.08791676410444271,4.5591262474866845,4.130354999745133,4.669083511731744,4.513164540192067
2022-11-01,0.020000000000000018,-0.14674162436132931,4.52720864451838,4.130354999745133,4.637637376125593,4.437934266612178
2022-12-01,-0.08899999999999997,-0.163493813486836,4.516338972281476,4.130354999745133,4.616110126026426,4.3419855851366975
2023-01-01,-0.04899999999999993,-0.17889689591259028,4.505349850705881,4.128745988939433,4.598145571051127,4.393337425819748
